#SampleID	Metaphlan2_Analysis
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JACDCH01|g__ZC4RG19	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JACDCH01|g__ZC4RG19|s__	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JADJXE01	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JADJXE01|g__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__JADJXE01|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Palsa-688	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Palsa-688|g__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Palsa-688|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2	10
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-473	3
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-473|s__	3
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-756	4
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-756|s__	3
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Bog-756|s__Bog-756 sp003138855	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Palsa-461	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__Palsa-461|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__RAAP-2	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__RAAP-2|g__RAAP-2|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8139	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8139|g__	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__UBA8139|g__|s__	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256	12
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__JACDBD01	8
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__JACDBD01|g__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__JACDBD01|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__JACDBD01|g__JACDBD01	7
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__JACDBD01|g__JACDBD01|s__	7
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-555	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-555|g__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-555|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-610	3
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-610|g__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-610|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-610|g__PALSA-610	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__IMCC26256|f__PALSA-610|g__PALSA-610|s__	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794	4
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794|f__ZC4RG35	4
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794|f__ZC4RG35|g__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794|f__ZC4RG35|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794|f__ZC4RG35|g__JAHWLC01	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794|f__ZC4RG35|g__JAHWLC01|s__	1
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794|f__ZC4RG35|g__SZUA-217	2
d__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__UBA5794|f__ZC4RG35|g__SZUA-217|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia	151
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__	9
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__|f__	9
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__|f__|g__	9
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__|f__|g__|s__	9
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Acidothermales	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae|g__PALSA-607	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae|g__PALSA-607|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales	14
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Dermatophilaceae	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Dermatophilaceae|g__Lapillicoccus	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Dermatophilaceae|g__Lapillicoccus|s__	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Dermatophilaceae|g__UBA4719	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Dermatophilaceae|g__UBA4719|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae	8
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Galbitalea	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Galbitalea|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Lacisediminihabitans	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Lacisediminihabitans|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia_B	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia_B|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Microbacterium|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Plantibacter	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Plantibacter|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoglobus	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__Rhodoglobus|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__ZJ450	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Microbacteriaceae|g__ZJ450|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Citricoccus	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Citricoccus|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Euzebyales	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Euzebyales|f__Egibacteraceae	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Euzebyales|f__Egibacteraceae|g__JACCXR01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Euzebyales|f__Egibacteraceae|g__JACCXR01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JACCUZ01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JACCUZ01|f__JACCUZ01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JACCUZ01|f__JACCUZ01|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JACCUZ01|f__JACCUZ01|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAHEKZ01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAHEKZ01|f__JAHEKZ01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAHEKZ01|f__JAHEKZ01|g__JAHEKZ01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAHEKZ01|f__JAHEKZ01|g__JAHEKZ01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAKEEW01	4
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAKEEW01|f__JAKEEW01	4
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAKEEW01|f__JAKEEW01|g__	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAKEEW01|f__JAKEEW01|g__|s__	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAKEEW01|f__JAKEEW01|g__JAKEEW01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__JAKEEW01|f__JAKEEW01|g__JAKEEW01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales	7
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	6
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae|g__JACVRX01	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae|g__JACVRX01|s__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales	66
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Frankiaceae	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Frankiaceae|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Frankiaceae|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Geodermatophilaceae	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Geodermatophilaceae|g__Geodermatophilus	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Geodermatophilaceae|g__Geodermatophilus|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__HKI-0501	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__HKI-0501|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__HKI-0501|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__JACQDL01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__JACQDL01|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__JACQDL01|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__JADGOU01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__JADGOU01|g__JADGOU01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__JADGOU01|g__JADGOU01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae	7
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__JAFAWL01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__JAFAWL01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__Jatrophihabitans	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__Jatrophihabitans|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__QHCC01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__QHCC01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__WQZC01	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Jatrophihabitantaceae|g__WQZC01|s__	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__Actinoplanes	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__Actinoplanes|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__Natronosporangium	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__Natronosporangium|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__Planosporangium	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__Planosporangium|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae	30
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium	30
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__	29
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium sp022557175	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae	18
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Actinophytocola	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Actinophytocola|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__CAJCJE01	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__CAJCJE01|s__	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__GCA-003244245	7
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__GCA-003244245|s__	7
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Pseudonocardia	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Pseudonocardia|s__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Saccharopolyspora_C	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Saccharopolyspora_C|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales	20
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae|g__Kribbella	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae|g__Kribbella|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	7
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__|s__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__JACCXZ01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__JACCXZ01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	11
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__JAJTCL01	11
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__JAJTCL01|s__	11
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptomycetales	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales	25
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	25
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__|s__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Bog-532	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Bog-532|s__	2
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Chersky-822	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Chersky-822|s__	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__JAFARZ01	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__JAFARZ01|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Palsa-504|s__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__PALSA-505	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__PALSA-505|s__	1
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Trebonia	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Trebonia|s__	5
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676	3
d__Bacteria|p__Actinomycetota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__UBA9676|s__	3
d__Bacteria|p__Actinomycetota|c__Rubrobacteria	7
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales	7
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	7
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__	3
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__|s__	3
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__Rubrobacter_D	3
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__Rubrobacter_D|s__	3
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__SCSIO-52915	1
d__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__SCSIO-52915|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia	152
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales	34
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__	4
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__|g__	4
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__|g__|s__	4
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae	30
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__13-2-20CM-68-14	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__13-2-20CM-68-14|s__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__3-1-20CM-4-69-9	4
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__3-1-20CM-4-69-9|s__	4
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__AC-32	5
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__AC-32|s__	5
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Gaiella	3
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Gaiella|s__	3
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACCRW01	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACCRW01|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACDAN01	6
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACDAN01|s__	6
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACVRM01	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JACVRM01|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JAIBJP01	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__JAIBJP01|s__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-600	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-600|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-612	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__PALSA-612|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Palsa-739	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__Palsa-739|s__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__VAXT01	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__Gaiellaceae|g__VAXT01|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Miltoncostaeales	3
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	3
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__|s__	2
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__Miltoncostaea	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae|g__Miltoncostaea|s__	1
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales	115
d__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__70-9	39
